0	103.71
1	103.71
2	103.71
3	104.11
4	104.11
5	104.11
6	104.11
7	104.11
8	104.11
9	104.11
10	104.52
11	104.11
12	104.52
13	104.52
14	104.52
15	104.52
16	104.52
17	104.52
18	104.52
19	104.52
20	104.52
21	104.52
22	104.52
23	104.92
24	104.52
25	104.92
26	104.92
27	104.92
28	104.92
29	104.92
30	104.92
31	104.92
32	104.92
33	104.92
34	104.92
35	104.92
36	105.32
37	104.92
38	105.32
39	105.32
40	105.32
41	105.32
42	105.32
43	105.32
44	105.32
45	105.32
46	105.32
47	105.32
48	105.32
49	105.32
50	105.73
51	105.73
52	105.73
53	105.73
54	105.73
55	105.73
56	105.73
57	105.73
58	105.73
59	105.73
60	105.73
61	105.73
62	105.73
63	105.73
64	105.73
65	106.13
66	106.13
67	106.13
68	106.13
69	106.13
70	106.13
71	106.13
72	106.13
73	106.13
74	106.13
75	106.13
76	106.13
77	106.13
78	106.13
79	106.13
80	106.53
81	106.13
82	106.13
83	106.53
84	106.53
85	106.53
86	106.53
87	106.53
88	106.53
89	106.53
90	106.53
91	106.53
92	106.53
93	106.53
94	106.53
95	106.94
96	106.94
97	106.94
98	106.94
99	106.94
100	106.94
101	106.94
102	106.94
103	106.94
104	106.94
105	106.94
106	106.94
107	106.94
108	106.94
109	107.34
110	106.94
111	107.34
112	107.34
113	107.34
114	107.34
115	107.34
116	107.34
117	107.34
118	107.34
119	107.34
120	107.34
121	107.34
122	107.34
123	107.74
124	107.74
125	107.74
126	107.74
127	107.74
128	107.74
129	107.74
130	107.74
131	107.74
132	107.74
133	107.74
134	108.15
135	108.15
136	108.15
137	108.15
138	108.15
139	108.15
140	108.15
141	108.15
142	108.15
143	108.15
144	108.15
145	108.15
146	108.15
147	108.15
148	108.15
149	108.15
150	108.15
151	108.55
152	108.55
153	108.55
154	108.55
155	108.55
156	108.55
157	108.55
158	108.55
159	108.55
160	108.55
161	108.55
162	108.55
163	108.55
164	108.55
165	108.55
166	108.96
167	108.96
168	108.96
169	108.96
170	108.96
171	108.96
172	108.96
173	108.96
174	108.96
175	108.96
176	108.96
177	108.96
178	108.96
179	108.96
180	108.96
181	108.96
182	109.36
183	108.96
184	109.36
185	109.36
186	109.36
187	109.36
188	109.36
189	109.36
190	109.36
191	109.36
192	109.36
193	109.36
194	109.36
195	109.36
196	109.36
197	109.36
198	109.36
199	109.36
200	109.76
201	109.36
202	109.76
203	109.76
204	109.76
205	109.76
206	109.76
207	109.76
208	109.76
209	109.76
210	109.76
211	109.76
212	109.76
213	109.76
214	109.76
215	109.76
216	109.76
217	109.76
218	110.17
219	109.76
220	110.17
221	110.17
222	110.17
223	110.17
224	110.17
225	110.17
226	110.17
227	110.17
228	110.17
229	110.17
230	110.17
231	110.17
232	110.17
233	110.17
234	110.17
235	110.17
236	110.57
237	110.57
238	110.57
239	110.57
240	110.57
241	110.57
242	110.57
243	110.57
244	110.57
245	110.57
246	110.57
247	110.57
248	110.57
249	110.57
250	110.57
251	110.97
252	110.57
253	110.97
254	110.97
255	110.97
256	110.97
257	110.97
258	110.97
259	110.97
260	110.97
261	110.97
262	110.97
263	110.97
264	110.97
265	110.97
266	110.97
267	110.97
268	110.97
269	111.38
270	111.38
271	111.38
272	111.38
273	111.38
